geoid,YYYYMM,Sex,Age_Group,total_drug_OD_n,total_opioid_OD_n,total_heroin_OD_n,total_Fentanyl_OD_n,total_stimulant_OD_n,total_Cocaine_OD_n,total_Methamphetamine_OD_n,total_Benzo_OD_n,total_ED_visits
MS,202409,Total,15 to 24,89,11,0,4,2,0,1,0,15323
WA,202501,Female,11 to 14,47,1,0,0,1,0,0,0,3920
WI,202410,Male,35 to 44,97,32,2,4,3,1,1,0,13095
TX,202406,Female,15 to 24,548,43,0,11,7,2,4,17,79994
GA,202411,Male,55 to 64,73,16,0,3,8,7,1,1,19734
IN,202501,Male,35 to 44,168,57,9,8,11,1,9,3,16602
NH,202412,Female,25 to 34,13,3,0,1,0,0,0,0,3253
IL,202411,Total,0 to 10,129,2,0,0,3,0,1,3,46056
PA,202501,Male,25 to 34,303,82,11,6,14,6,5,4,25214
AK,202410,Missing,35 to 44,0,0,0,0,0,0,0,0,null
WY,202411,Female,55 to 64,4,2,0,0,0,0,0,0,1065
UT,202501,Missing,11 to 14,0,0,0,0,0,0,0,0,1
ME,202411,Female,15 to 24,17,0,0,0,1,0,0,0,3084
ID,202412,Missing,35 to 44,0,0,0,0,0,0,0,0,1
TX,202402,Missing,35 to 44,2,1,0,0,0,0,0,0,27
MN,202410,Total,Total,938,245,2,23,19,6,6,9,159560
WA,202412,Female,Total,1105,443,5,129,43,14,20,13,149737
VT,202410,Missing,25 to 34,0,0,0,0,0,0,0,0,3
MD,202412,Missing,15 to 24,0,0,0,0,0,0,0,0,8
LA,202407,Missing,45 to 54,0,0,0,0,0,0,0,0,9
VT,202408,Male,65+,12,6,0,0,0,0,0,0,3716
NH,202408,Male,35 to 44,24,8,0,1,2,0,2,0,2646
NE,202405,Female,0 to 10,9,0,0,0,0,0,0,0,2784
NV,202407,Male,65+,60,26,0,7,3,0,3,3,13321
DC,202408,Female,45 to 54,8,2,0,0,3,2,1,0,1760
OH,202407,Male,11 to 14,11,0,0,0,3,0,0,0,4862
RI,202406,Male,0 to 10,10,1,0,0,0,0,0,0,2204
DE,202406,Missing,Missing,0,0,0,0,0,0,0,0,2
SD,202401,Female,0 to 10,6,0,0,0,0,0,0,0,1025
AZ,202407,Female,11 to 14,28,0,0,0,0,0,0,0,1972
IN,202408,Missing,15 to 24,0,0,0,0,0,0,0,0,12
GA,202408,Total,Missing,19,5,0,0,0,0,0,0,325
CT,202407,Total,65+,150,35,2,2,3,3,0,4,46147
AL,202406,Missing,55 to 64,0,0,0,0,0,0,0,0,3
FL,202408,Female,45 to 54,318,96,8,18,24,12,10,10,62495
OR,202407,Female,65+,88,30,1,0,0,0,0,2,24563
KY,202408,Missing,45 to 54,0,0,0,0,0,0,0,0,2
GA,202408,Total,25 to 34,315,69,1,17,26,7,17,4,54500
MT,202408,Missing,Missing,0,0,0,0,0,0,0,0,4
OH,202408,Male,0 to 10,89,3,0,0,2,1,0,0,19853
MO,202406,Missing,45 to 54,0,0,0,0,0,0,0,0,4
MT,202408,Female,45 to 54,15,3,0,0,2,0,2,3,2062
MO,202407,Male,Total,379,25,1,11,14,2,11,1,99306
AZ,202407,Male,55 to 64,94,41,0,12,8,1,5,2,16023
AR,202407,Female,45 to 54,28,3,0,0,0,0,0,2,5486
OR,202408,Female,Total,462,132,0,27,14,1,8,8,78887
AZ,202407,Female,45 to 54,75,23,0,3,3,0,2,4,16344
GA,202407,Female,35 to 44,125,20,2,3,8,4,4,2,28594
NC,202406,Total,Missing,33,13,0,2,2,2,0,0,501
MA,202408,Total,Total,2263,831,69,85,85,72,2,43,269940
OH,202406,Female,15 to 24,160,8,1,3,2,2,1,0,29925
MS,202408,Total,35 to 44,68,20,2,0,9,1,5,1,15492
GA,202406,Female,45 to 54,99,27,0,1,7,5,2,4,23090
CT,202406,Male,0 to 10,13,1,0,1,0,0,0,0,8468
HI,202408,Male,35 to 44,17,9,1,2,1,0,1,0,2865
LA,202404,Total,65+,90,27,0,1,1,1,0,2,45823
CT,202405,Missing,25 to 34,0,0,0,0,0,0,0,0,11
NV,202405,Female,65+,47,20,0,2,0,0,0,1,15779
NM,202401,Total,Missing,5,4,0,2,0,0,0,0,142
MT,202403,Male,35 to 44,19,7,0,2,3,1,2,0,1911
NJ,202405,Female,Missing,5,1,0,0,0,0,0,0,74
NM,202405,Male,Missing,6,4,0,2,1,1,0,0,89
AZ,202405,Female,25 to 34,130,49,0,21,7,3,2,2,22197
VA,202405,Female,45 to 54,99,18,2,0,6,4,0,4,21216
MI,202404,Missing,45 to 54,0,0,0,0,0,0,0,0,5
IL,202405,Female,55 to 64,221,119,50,3,6,6,0,6,26862
NC,202405,Female,25 to 34,188,53,3,15,10,5,2,1,35223
ID,202403,Female,11 to 14,20,0,0,0,0,0,0,0,781
PA,202404,Total,0 to 10,167,5,1,0,4,2,1,2,50965
DE,202404,Total,11 to 14,14,1,0,0,0,0,0,0,1942
MT,202404,Male,45 to 54,10,3,0,1,2,0,1,0,1697
MS,202405,Male,25 to 34,38,7,0,0,9,4,2,0,5552
GA,202404,Missing,25 to 34,0,0,0,0,0,0,0,0,20
MD,202405,Female,11 to 14,44,2,0,0,0,0,0,0,2638
ID,202502,Missing,65+,0,0,0,0,0,0,0,0,5
FL,202501,Female,Total,2263,556,11,89,89,42,18,98,635934
ID,202502,Missing,55 to 64,0,0,0,0,0,0,0,0,1
PA,202502,Missing,15 to 24,0,0,0,0,0,0,0,0,21
VA,202501,Total,65+,200,57,1,4,5,4,1,5,87227
DE,202501,Missing,15 to 24,0,0,0,0,0,0,0,0,2
AR,202502,Missing,65+,0,0,0,0,0,0,0,0,3
NY,202501,Female,45 to 54,211,44,4,3,13,11,1,7,43057
HI,202502,Male,Total,80,14,0,1,10,3,5,4,26053
TX,202501,Missing,65+,0,0,0,0,0,0,0,0,45
HI,202502,Total,35 to 44,18,4,0,0,1,0,1,1,6288
CO,202502,Total,35 to 44,229,117,1,20,11,7,2,3,23963
WI,202501,Female,45 to 54,56,7,3,0,1,1,0,1,14807
NE,202502,Missing,35 to 44,0,0,0,0,0,0,0,0,1
OH,202502,Missing,55 to 64,0,0,0,0,0,0,0,0,12
TN,202502,Missing,Total,0,0,0,0,0,0,0,0,97
NE,202501,Male,11 to 14,1,0,0,0,0,0,0,0,539
KY,202402,Female,Missing,0,0,0,0,0,0,0,0,12
MA,202401,Total,15 to 24,215,28,3,3,11,7,1,1,27074
VT,202401,Male,Total,65,21,4,2,5,5,0,2,11626
MD,202402,Missing,45 to 54,0,0,0,0,0,0,0,0,5
KS,202401,Missing,25 to 34,0,0,0,0,0,0,0,0,5
ME,202403,Total,55 to 64,47,19,3,1,3,1,1,1,7684
CT,202403,Male,25 to 34,106,40,2,5,12,10,0,1,9653
VT,202403,Female,35 to 44,11,5,3,0,0,0,0,0,1694
NH,202402,Male,Total,54,16,1,3,0,0,0,0,11324
AL,202402,Missing,45 to 54,0,0,0,0,0,0,0,0,1
VA,202403,Total,65+,188,46,2,1,6,4,1,4,81031
NH,202401,Male,45 to 54,9,4,0,0,0,0,0,0,1285
MD,202401,Total,11 to 14,49,4,0,0,1,0,0,0,4335
MO,202402,Male,15 to 24,51,4,0,3,6,1,4,0,10366
GA,202402,Female,0 to 10,65,2,0,1,3,1,0,0,24512
MO,202402,Female,25 to 34,51,4,1,2,2,0,2,0,16757
MN,202403,Male,11 to 14,3,0,0,0,0,0,0,0,1452
MN,202402,Missing,25 to 34,2,0,0,0,0,0,0,0,12
CT,202403,Missing,35 to 44,0,0,0,0,0,0,0,0,8
OH,202401,Female,0 to 10,75,0,0,0,0,0,0,1,21186
WV,202403,Female,0 to 10,17,3,0,0,1,0,0,1,4142
WI,202401,Missing,25 to 34,0,0,0,0,0,0,0,0,3
LA,202502,Female,Missing,1,1,0,0,0,0,0,0,16
AK,202501,Total,45 to 54,32,12,0,4,2,0,1,0,3570
CO,202401,Total,65+,106,37,0,4,2,1,0,4,39313
WY,202406,Female,35 to 44,3,1,0,1,0,0,0,0,685
AK,202411,Male,65+,6,3,0,1,0,0,0,0,2731
AK,202411,Female,0 to 10,4,0,0,0,0,0,0,1,1467
NC,202501,Male,25 to 34,225,80,3,18,15,9,6,2,24166
MS,202410,Male,0 to 10,20,1,0,0,2,0,0,0,7750
TX,202411,Female,15 to 24,529,33,4,8,16,7,3,20,80197
VA,202411,Male,Missing,0,0,0,0,0,0,0,0,30
DC,202410,Total,55 to 64,69,36,14,5,9,9,0,0,4031
WY,202411,Male,11 to 14,1,0,0,0,0,0,0,0,290
ME,202409,Total,65+,39,4,0,0,0,0,0,1,20898
MA,202409,Female,65+,149,31,0,1,0,0,0,7,39763
OR,202409,Male,15 to 24,87,18,0,7,6,2,3,2,6573
GA,202412,Missing,25 to 34,4,3,1,1,0,0,0,0,22
NH,202409,Missing,Missing,0,0,0,0,0,0,0,0,1
MO,202409,Missing,Missing,1,0,0,0,0,0,0,0,59
KY,202409,Female,15 to 24,84,12,1,2,2,0,2,0,15171
AL,202412,Female,15 to 24,87,4,0,2,3,1,1,1,16987
KS,202412,Male,55 to 64,24,1,0,0,3,1,1,0,5574
WA,202501,Female,65+,194,104,0,10,5,0,4,3,36997
CO,202411,Missing,Missing,0,0,0,0,0,0,0,0,4
NM,202409,Female,11 to 14,9,0,0,0,0,0,0,0,1301
KS,202410,Total,Missing,0,0,0,0,0,0,0,0,95
KY,202409,Missing,11 to 14,0,0,0,0,0,0,0,0,2
CT,202409,Total,25 to 34,147,45,4,7,10,6,0,4,24780
MO,202411,Total,45 to 54,75,4,1,0,3,0,2,0,22277
MS,202410,Total,45 to 54,43,8,0,1,5,1,2,0,12424
AR,202412,Total,11 to 14,10,0,0,0,0,0,0,0,1618
RI,202409,Male,Total,124,49,1,13,8,7,0,5,18526
ME,202409,Female,15 to 24,20,2,1,0,0,0,0,0,3199
SD,202410,Total,45 to 54,17,0,0,0,0,0,0,2,2517
VA,202410,Female,Total,836,133,15,6,15,8,3,15,196861
FL,202412,Total,35 to 44,841,270,24,63,78,43,20,17,133381
MS,202410,Female,Total,266,43,1,10,11,4,2,2,79011
NM,202411,Female,45 to 54,22,5,0,2,0,0,0,0,4696
PA,202412,Male,45 to 54,276,101,7,10,10,8,1,2,24219
RI,202409,Male,35 to 44,37,21,0,3,2,2,0,1,2315
ME,202412,Male,25 to 34,23,7,1,1,1,1,0,0,2488
DC,202410,Total,Missing,4,2,0,0,0,0,0,0,62
RI,202406,Female,65+,7,2,0,0,0,0,0,0,6439
AL,202406,Total,65+,101,32,1,0,4,1,0,3,39685
NV,202406,Missing,45 to 54,0,0,0,0,0,0,0,0,3
AZ,202407,Total,Missing,1,0,0,0,0,0,0,0,122
MO,202407,Total,55 to 64,76,6,0,1,5,3,2,1,26802
VA,202408,Male,45 to 54,144,56,7,4,1,1,0,1,17053
NM,202406,Male,25 to 34,65,25,0,7,8,5,2,2,5867
NE,202402,Male,Total,110,14,0,1,10,2,5,3,26009
AL,202408,Total,65+,115,31,0,2,6,6,0,7,42134
MT,202406,Total,35 to 44,38,8,0,0,7,2,6,3,4549
AL,202406,Female,65+,68,18,0,0,3,0,0,3,22531
KS,202408,Male,Total,312,68,0,18,36,11,20,5,47246
VA,202407,Missing,Missing,0,0,0,0,0,0,0,0,11
FL,202406,Missing,15 to 24,1,0,0,0,0,0,0,0,24
DC,202407,Total,0 to 10,11,0,0,0,1,0,0,0,4436
KY,202407,Male,11 to 14,8,0,0,0,0,0,0,0,2214
OR,202407,Total,35 to 44,173,79,1,26,8,1,7,1,20186
AL,202407,Female,65+,73,31,0,1,0,0,0,1,22440
FL,202408,Female,15 to 24,371,25,0,8,11,5,0,8,69115
KS,202406,Female,Missing,0,0,0,0,0,0,0,0,17
UT,202407,Missing,15 to 24,0,0,0,0,0,0,0,0,9
AR,202408,Male,11 to 14,3,0,0,0,0,0,0,1,1179
MD,202407,Male,35 to 44,177,80,8,8,8,5,1,1,12198
NE,202402,Total,25 to 34,35,5,0,0,3,0,2,1,7079
KY,202407,Total,Missing,0,0,0,0,0,0,0,0,39
DC,202406,Female,11 to 14,6,0,0,0,0,0,0,0,447
CT,202406,Total,45 to 54,117,45,5,10,11,10,1,3,19349
FL,202406,Female,Total,2600,739,30,132,113,60,30,102,558603
NY,202407,Total,45 to 54,847,178,28,11,38,32,5,8,87277
SC,202403,Female,15 to 24,60,10,2,5,1,0,0,2,12943
OR,202405,Male,35 to 44,133,78,1,38,8,3,5,0,9071
NE,202401,Female,Total,156,15,0,0,4,0,4,5,31191
GA,202403,Missing,Total,19,1,0,0,1,0,1,0,543
FL,202401,Missing,55 to 64,0,0,0,0,0,0,0,0,16
MO,202403,Missing,65+,0,0,0,0,0,0,0,0,15
KY,202403,Total,35 to 44,255,94,19,13,21,4,14,7,24739
TN,202404,Male,55 to 64,133,57,4,13,22,19,2,3,16762
NY,202405,Female,15 to 24,323,24,1,3,8,6,0,4,47914
VT,202405,Female,45 to 54,8,2,0,0,0,0,0,1,1402
DC,202405,Total,65+,30,9,1,1,4,4,0,0,5908
CT,202404,Total,65+,135,47,3,4,3,3,0,5,42472
HI,202402,Missing,45 to 54,0,0,0,0,0,0,0,0,1
IL,202405,Total,15 to 24,393,44,12,2,13,8,2,10,50588
HI,202401,Female,55 to 64,11,4,0,0,0,0,0,1,2847
AR,202405,Total,65+,51,6,0,0,0,0,0,1,22122
TN,202404,Total,65+,225,68,0,3,8,7,1,8,66522
MA,202405,Male,Total,1210,499,40,51,56,45,4,24,126679
IN,202404,Missing,25 to 34,0,0,0,0,0,0,0,0,11
DC,202403,Female,45 to 54,6,1,0,1,2,1,0,0,1732
WV,202404,Total,15 to 24,67,10,1,3,4,3,0,3,9943
RI,202404,Female,45 to 54,11,2,0,1,1,1,0,1,2393
WI,202405,Missing,Total,1,0,0,0,0,0,0,0,50
KS,202404,Female,15 to 24,104,8,0,3,5,2,0,0,8135
NV,202404,Missing,45 to 54,0,0,0,0,0,0,0,0,3
WV,202405,Missing,45 to 54,0,0,0,0,0,0,0,0,null
FL,202405,Missing,Missing,6,1,0,0,0,0,0,0,372
LA,202404,Total,Missing,3,1,0,0,0,0,0,0,220
RI,202404,Total,11 to 14,6,0,0,0,0,0,0,0,1176
VA,202405,Total,15 to 24,335,29,0,5,6,1,0,1,39242
MS,202404,Total,35 to 44,67,19,1,4,7,3,2,2,12882
SC,202405,Female,45 to 54,53,16,1,1,6,2,3,2,10838
IN,202401,Total,0 to 10,93,5,0,2,3,0,0,0,33723
FL,202401,Missing,0 to 10,0,0,0,0,0,0,0,0,42
HI,202406,Total,15 to 24,33,4,0,1,2,0,2,2,4705
NJ,202405,Male,25 to 34,207,52,7,3,5,3,0,2,18899
DC,202404,Total,0 to 10,17,0,0,0,1,0,0,0,6042
TX,202502,Missing,45 to 54,1,0,0,0,0,0,0,0,30
HI,202501,Missing,Total,0,0,0,0,0,0,0,0,9
ID,202502,Missing,0 to 10,0,0,0,0,0,0,0,0,2
NC,202502,Missing,65+,3,3,0,3,0,0,0,0,208
MD,202501,Missing,65+,1,0,0,0,0,0,0,0,4
KY,202502,Missing,25 to 34,0,0,0,0,0,0,0,0,4
AL,202501,Total,Total,1017,226,6,53,64,28,19,23,203516
AR,202501,Male,25 to 34,14,1,0,0,0,0,0,0,2165
IN,202502,Male,Total,591,175,20,16,24,8,12,12,124675
SC,202502,Total,Total,735,225,31,44,33,14,8,20,162209
NM,202502,Female,35 to 44,40,15,1,0,2,1,0,0,5704
DE,202501,Total,65+,33,15,0,0,0,0,0,3,11998
MI,202502,Missing,45 to 54,0,0,0,0,0,0,0,0,5
MI,202501,Missing,35 to 44,2,0,0,0,0,0,0,0,15
NJ,202502,Female,11 to 14,29,0,0,0,0,0,0,0,4646
MI,202501,Total,35 to 44,302,105,29,4,26,10,13,13,49117
MO,202402,Female,15 to 24,77,1,0,0,2,1,1,0,15674
ME,202403,Missing,55 to 64,9,3,0,0,2,1,1,0,1229
AL,202403,Total,65+,116,40,1,2,3,3,0,5,39451
AZ,202402,Missing,55 to 64,0,0,0,0,0,0,0,0,2
MI,202401,Total,45 to 54,233,74,12,6,22,14,6,9,42307
LA,202401,Total,15 to 24,124,8,0,0,2,0,1,1,27215
VT,202401,Female,55 to 64,6,2,0,0,0,0,0,0,1531
WV,202403,Male,25 to 34,56,25,6,3,3,0,2,1,4345
VA,202402,Total,15 to 24,355,37,2,7,7,2,0,3,37906
VA,202401,Missing,Missing,1,0,0,0,0,0,0,0,11
MI,202401,Male,Total,968,338,72,40,82,52,21,21,166688
DC,202401,Missing,Missing,0,0,0,0,0,0,0,0,1
CO,202402,Total,15 to 24,197,43,0,11,7,4,0,1,22288
MD,202402,Missing,25 to 34,0,0,0,0,0,0,0,0,8
MI,202403,Male,0 to 10,73,4,0,0,1,0,0,0,24498
AR,202401,Total,25 to 34,64,13,0,6,3,0,2,2,11328
VT,202402,Male,35 to 44,17,8,1,1,3,2,0,0,1331
OH,202401,Total,11 to 14,65,2,0,0,2,0,0,0,11976
SC,202402,Total,35 to 44,170,73,7,21,12,5,5,7,20690
ID,202402,Missing,25 to 34,1,0,0,0,0,0,0,0,4
VA,202401,Missing,55 to 64,1,0,0,0,0,0,0,0,11
MD,202403,Male,35 to 44,155,57,9,8,3,3,0,1,11358
PA,202402,Total,55 to 64,286,78,6,8,13,12,1,9,56044
WY,202406,Female,Total,25,2,0,2,1,0,1,0,5615
WY,202406,Total,0 to 10,6,0,0,0,2,0,0,1,960
KY,202410,Missing,11 to 14,0,0,0,0,0,0,0,0,null
AK,202411,Female,45 to 54,10,6,0,0,0,0,0,0,1692
WY,202409,Missing,Missing,0,0,0,0,0,0,0,0,2
NC,202411,Male,Missing,11,5,0,0,1,1,0,0,248
WV,202409,Total,Total,499,137,15,17,26,3,10,17,93117
PA,202410,Female,15 to 24,254,9,0,1,2,1,1,3,34389
MS,202411,Missing,11 to 14,0,0,0,0,0,0,0,0,1
NE,202412,Male,Missing,6,0,0,0,0,0,0,0,2795
MO,202409,Total,25 to 34,128,9,1,2,5,2,2,0,28233
MT,202412,Missing,65+,0,0,0,0,0,0,0,0,null
OR,202412,Female,45 to 54,43,15,0,5,2,0,2,1,9260
MT,202410,Missing,55 to 64,0,0,0,0,0,0,0,0,1
NV,202411,Total,Total,769,299,6,116,66,21,36,19,125552
NH,202411,Male,45 to 54,16,7,0,0,0,0,0,1,1946
MO,202410,Total,45 to 54,81,2,0,1,1,0,1,0,23513
MS,202412,Missing,11 to 14,0,0,0,0,0,0,0,0,1
GA,202409,Total,65+,177,33,0,1,7,5,1,8,74996
KY,202409,Total,45 to 54,173,67,7,6,10,2,8,5,24037
NE,202410,Female,Total,140,9,1,0,3,0,2,3,31587
MT,202412,Female,35 to 44,17,4,0,1,3,0,2,0,2379
WV,202409,Male,15 to 24,33,2,0,1,2,0,0,2,4815
FL,202410,Male,55 to 64,365,133,2,15,47,31,10,16,62429
NC,202411,Missing,0 to 10,1,0,0,0,0,0,0,0,19
MT,202411,Female,35 to 44,25,8,0,5,1,0,1,0,2245
TX,202409,Missing,0 to 10,0,0,0,0,0,0,0,0,29
VT,202412,Male,35 to 44,17,3,0,0,1,0,1,0,1475
OR,202410,Total,35 to 44,185,90,0,31,5,0,3,3,18560
NV,202410,Missing,0 to 10,0,0,0,0,0,0,0,0,4
ME,202411,Missing,45 to 54,6,5,0,1,1,0,1,0,989
TX,202403,Total,35 to 44,829,178,15,30,128,47,62,38,127698
TX,202403,Missing,45 to 54,0,0,0,0,0,0,0,0,24
IN,202410,Female,11 to 14,32,0,0,0,1,0,0,0,5660
DC,202409,Missing,45 to 54,0,0,0,0,0,0,0,0,1
ME,202410,Total,15 to 24,43,3,0,1,2,2,0,1,7155
MS,202411,Female,15 to 24,47,5,0,1,0,0,0,1,8963
WV,202411,Female,0 to 10,18,0,0,0,0,0,0,0,3923
NE,202410,Total,35 to 44,35,7,0,0,5,0,5,1,6921
RI,202409,Female,Missing,1,1,0,0,0,0,0,0,23
CT,202409,Female,15 to 24,52,6,0,1,0,0,0,0,13218
ME,202411,Missing,15 to 24,6,0,0,0,0,0,0,0,1217
AK,202412,Missing,11 to 14,0,0,0,0,0,0,0,0,null
RI,202411,Total,25 to 34,28,10,0,1,1,1,0,0,5169
CT,202412,Female,0 to 10,18,0,0,0,1,0,0,0,10191
UT,202409,Total,11 to 14,48,1,0,0,2,0,0,1,2731
DE,202410,Male,25 to 34,40,30,2,4,0,0,0,2,2181
SC,202410,Female,0 to 10,21,1,0,0,1,0,0,0,9004
NJ,202409,Missing,45 to 54,0,0,0,0,0,0,0,0,2
IL,202411,Total,55 to 64,426,244,101,2,22,21,0,11,49297
MS,202409,Male,45 to 54,30,7,1,3,4,1,2,1,5740
FL,202411,Total,Missing,13,2,0,1,0,0,0,0,715
KY,202408,Female,Missing,0,0,0,0,0,0,0,0,24
KS,202407,Total,35 to 44,104,27,0,8,7,2,3,3,13679
AK,202407,Missing,25 to 34,0,0,0,0,0,0,0,0,27
AZ,202406,Female,65+,121,39,0,1,1,0,0,4,37579
ID,202408,Male,55 to 64,6,2,0,0,0,0,0,0,3025
OR,202408,Total,45 to 54,100,41,0,10,9,0,7,1,17178
UT,202407,Missing,Missing,1,1,0,0,0,0,0,0,4
DE,202408,Male,0 to 10,15,0,0,0,1,0,0,0,3769
SC,202408,Male,45 to 54,68,27,2,5,4,2,1,1,9413
ID,202408,Female,11 to 14,17,0,0,0,0,0,0,0,694
OR,202408,Missing,25 to 34,1,0,0,0,0,0,0,0,42
ID,202407,Total,Missing,3,0,0,0,0,0,0,0,107
NH,202408,Total,15 to 24,34,3,0,0,0,0,0,0,4575
MS,202406,Missing,Total,0,0,0,0,0,0,0,0,36
WI,202406,Female,65+,63,10,0,1,1,0,0,1,36689
AR,202407,Total,55 to 64,36,9,0,2,3,0,2,4,10681
NC,202407,Female,55 to 64,130,48,2,7,8,4,3,7,28030
NM,202406,Male,Total,269,107,1,22,25,10,6,4,41409
MA,202407,Female,25 to 34,140,51,4,6,6,6,0,3,21987
TN,202406,Female,Missing,2,0,0,0,0,0,0,0,198
KS,202407,Male,25 to 34,60,16,0,9,14,3,11,1,5740
NH,202406,Female,0 to 10,2,0,0,0,0,0,0,0,1853
RI,202407,Female,Missing,1,0,0,0,0,0,0,0,43
NE,202407,Female,45 to 54,14,0,0,0,0,0,0,1,3449
VT,202407,Male,35 to 44,22,8,1,0,2,1,0,0,1588
AR,202406,Missing,Missing,0,0,0,0,0,0,0,0,null
IL,202408,Total,11 to 14,63,1,0,0,1,0,0,0,11073
VA,202406,Male,25 to 34,144,41,5,3,5,3,0,1,18139
AK,202407,Missing,35 to 44,0,0,0,0,0,0,0,0,2
NY,202408,Female,35 to 44,382,90,17,8,15,13,0,3,52486
VT,202406,Missing,55 to 64,0,0,0,0,0,0,0,0,null
AK,202407,Female,55 to 64,12,4,0,0,0,0,0,0,1815
ID,202403,Total,65+,29,9,0,0,0,0,0,0,14403
NM,202404,Female,15 to 24,55,4,0,0,4,1,0,2,6930
MO,202405,Missing,65+,0,0,0,0,0,0,0,0,447
ID,202404,Male,65+,18,2,0,1,0,0,0,0,6813
IL,202403,Male,Missing,4,2,0,0,0,0,0,0,121
MS,202403,Missing,15 to 24,0,0,0,0,0,0,0,0,4
MO,202403,Total,Total,645,36,1,15,22,3,19,5,222569
LA,202403,Missing,0 to 10,0,0,0,0,0,0,0,0,11
OH,202404,Female,55 to 64,101,19,5,0,2,2,0,5,26973
IL,202403,Female,35 to 44,146,50,18,4,8,6,2,6,30185
NY,202402,Total,45 to 54,771,200,24,14,40,34,3,4,76728
AK,202404,Male,15 to 24,23,8,1,4,0,0,0,0,1353
UT,202404,Total,0 to 10,38,1,0,1,1,0,0,1,9084
MT,202403,Total,0 to 10,24,2,0,0,0,0,0,1,3624
TN,202404,Total,45 to 54,287,112,9,22,31,18,10,5,33618
NY,202401,Missing,25 to 34,1,0,0,0,0,0,0,0,44
IL,202401,Male,45 to 54,265,148,76,1,17,14,1,4,22887
NM,202402,Missing,15 to 24,0,0,0,0,0,0,0,0,3
VA,202404,Total,Total,1690,373,52,25,54,25,11,24,328908
NM,202405,Missing,35 to 44,0,0,0,0,0,0,0,0,2
MN,202405,Female,25 to 34,75,23,3,2,1,0,1,3,8995
DE,202403,Male,Total,144,59,4,7,6,1,0,2,21669
WA,202402,Male,11 to 14,16,0,0,0,1,0,1,0,3405
TN,202405,Male,55 to 64,131,64,2,2,16,9,8,2,16725
AZ,202501,Male,25 to 34,249,121,1,60,15,6,7,2,15064
ID,202502,Female,65+,16,3,0,0,1,0,1,0,8097
WY,202502,Missing,15 to 24,0,0,0,0,0,0,0,0,null
CO,202501,Female,25 to 34,104,46,1,14,2,1,1,1,18673
DE,202502,Female,55 to 64,20,11,0,1,1,1,0,0,2735
VT,202501,Female,Missing,1,0,0,0,0,0,0,0,9
CO,202501,Total,25 to 34,259,119,1,35,11,8,3,5,30611
NE,202502,Missing,0 to 10,0,0,0,0,0,0,0,0,5
ME,202501,Female,Total,113,31,1,2,3,3,2,1,28478
ME,202502,Missing,Total,40,12,2,1,0,0,0,1,9426
AK,202501,Missing,55 to 64,0,0,0,0,0,0,0,0,null
NY,202502,Female,25 to 34,189,35,6,1,7,6,1,2,42550
AL,202502,Male,Missing,4,0,0,0,0,0,0,0,95
NE,202502,Female,Missing,5,0,0,0,0,0,0,0,1711
WA,202502,Missing,55 to 64,1,0,0,0,1,0,1,0,7
CO,202501,Missing,Missing,1,1,0,0,0,0,0,0,11
CT,202502,Female,35 to 44,60,17,1,2,1,1,0,3,12698
MS,202402,Missing,Total,2,0,0,0,0,0,0,0,33
NC,202403,Total,55 to 64,348,120,4,15,22,20,2,8,51419
DC,202402,Missing,35 to 44,0,0,0,0,0,0,0,0,3
AZ,202403,Male,15 to 24,132,28,0,9,8,3,3,2,11204
TN,202402,Total,35 to 44,414,186,20,41,46,20,22,13,35246
ME,202402,Male,15 to 24,18,2,0,0,1,0,0,0,1912
NH,202402,Missing,25 to 34,0,0,0,0,0,0,0,0,null
MA,202401,Female,Total,802,236,11,20,28,23,1,20,139221
AL,202403,Missing,Total,1,0,0,0,0,0,0,0,514
WV,202403,Missing,25 to 34,0,0,0,0,0,0,0,0,3
LA,202401,Missing,15 to 24,0,0,0,0,0,0,0,0,5
ME,202403,Total,45 to 54,51,27,2,4,3,2,0,1,6373
AR,202403,Male,45 to 54,29,4,0,0,3,1,0,3,4535
KY,202401,Total,35 to 44,243,103,16,7,13,3,5,0,25470
GA,202401,Female,Missing,3,1,0,0,0,0,0,0,90
ID,202401,Female,55 to 64,18,1,0,0,0,0,0,1,3093
TN,202401,Missing,35 to 44,0,0,0,0,0,0,0,0,10
NC,202404,Total,35 to 44,511,182,8,39,23,10,9,7,51442
MI,202401,Male,15 to 24,98,16,3,4,5,1,0,2,15655
NY,202410,Total,Total,4976,1085,140,56,216,160,27,72,744745
IN,202411,Male,Total,787,257,31,21,48,19,20,17,133400
AZ,202411,Missing,55 to 64,0,0,0,0,0,0,0,0,1
FL,202412,Total,Missing,10,3,0,0,0,0,0,0,640
LA,202410,Missing,65+,0,0,0,0,0,0,0,0,101
DE,202409,Male,Total,183,91,6,14,11,7,2,1,21233
NH,202411,Female,15 to 24,16,0,0,0,0,0,0,0,2730
TN,202411,Male,65+,81,22,0,0,2,2,0,0,27154
HI,202411,Female,55 to 64,7,6,0,0,0,0,0,0,2874
AR,202412,Total,15 to 24,33,3,0,1,2,0,1,1,8056
FL,202411,Missing,11 to 14,0,0,0,0,0,0,0,0,3
ID,202410,Total,Missing,0,0,0,0,0,0,0,0,77
ID,202412,Female,55 to 64,14,2,0,0,0,0,0,0,3282
SD,202412,Total,Total,130,12,0,1,6,2,3,0,25309
TN,202409,Female,25 to 34,148,48,4,15,14,6,5,1,26437
